filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent,ACC,ACCM,AMLOC,ANPM,CBO,LCOM4,MMLOC,NOA,NOM,RFC,SC,LOCCOM,NMC,NMCI,NMCE,WMC,AMC,NSM
src/parcsr_block_mv/par_csr_block_rap.c,1049,0,0.0,448,0,0.0,2,0,0.0,1,107,952.5,3.5,6,1,1756,0,2,21,6,324,0,0,13,226.0,113.0,13
src/parcsr_block_mv/par_csr_block_rap_communication.c,126,0,0.0,40,0,0.0,1,0,0.0,0,22,191.0,4.0,2,1,191,0,1,7,2,24,0,0,25,21.0,21.0,25
src/parcsr_block_mv/par_csr_block_relax.c,1247,0,0.0,707,0,0.0,3,0,0.0,3,7,729.666666666667,7.33333333333333,6,1,2037,0,3,23,6,349,0,0,27,300.9,100.3,27
src/parcsr_ls/ads.c,832,0,0.0,206,0,0.0,20,0,0.0,3,2,73.5,4.2,12,18,374,0,20,95,216,232,0,0,143,166.0,8.3,143
src/parcsr_ls/ame.c,362,0,0.0,84,0,0.0,21,0,0.0,2,2,31.3809523809524,2.0952380952381,16,13,377,0,21,74,208,135,0,0,37,94.6,4.3,37
src/parcsr_ls/ams.c,1986,45,0.023,878,20,0.023,44,1,0.023,9,'2.20454545454545',88.4772727272727,3.97727272727273,13,26,840,0,44,163,338,637,0,0,240,621.6,11.1,240
src/parcsr_ls/aux_interp.c,366,10,0.027,128,5,0.039,10,1,0.1,3,'4.23529411764706',47.8823529411765,5.82352941176471,13,12,256,0,17,56,156,87,0,0,32,124.0,12.4,32
src/parcsr_ls/block_tridiag.c,254,0,0.0,44,0,0.0,9,0,0.0,2,2,33.1111111111111,2.33333333333333,3,9,116,0,9,71,27,38,0,0,12,30.6,3.4,12
src/parcsr_ls/F90_HYPRE_ams.c,142,0,0.0,0,0,,20,0,0.0,0,2,12.3,2.0,2,20,21,0,20,44,40,71,0,0,0,20.0,1.0,0
src/parcsr_ls/F90_hypre_laplace.c,16,0,0.0,0,0,,1,0,0.0,0,2,32.0,2.0,0,1,32,0,1,1,0,14,0,0,0,1.0,1.0,0
src/parcsr_ls/F90_HYPRE_parcsr_amg.c,816,0,0.0,0,0,,132,0,0.0,0,2,10.3333333333333,2.0,2,132,23,0,132,244,264,332,0,0,0,133.0,1.0,0
