filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent,ACC,ACCM,AMLOC,ANPM,CBO,LCOM4,MMLOC,NOA,NOM,RFC,SC,LOCCOM,NMC,NMCI,NMCE,WMC,AMC,NSM
SRC/slangs.c,36,27,0.75,40,24,0.6,1,1,1.0,4,16,94.0,2.0,2,1,94,0,1,5,2,52,0,0,49,17.0,17.0,49
SRC/slaqgs.c,36,34,0.944,26,23,0.885,1,1,1.0,3,2,119.0,7.0,2,1,119,0,1,5,2,67,0,0,31,14.0,14.0,31
SRC/smatgen.c,52,0,0.0,22,0,0.0,2,0,0.0,4,'6.5',36.5,6.0,2,2,39,0,2,6,4,21,0,0,15,11.0,5.5,15
SRC/smyblas2.c,192,0,0.0,40,0,0.0,4,0,0.0,0,'5.5',73.5,5.5,0,4,105,0,4,4,0,41,0,0,7,24.0,6.0,7
SRC/sp_coletree.c,111,87,0.784,42,32,0.762,10,9,0.9,2,'2.72727272727273',22.4545454545455,3.18181818181818,0,1,55,0,11,27,0,131,0,0,36,34.8,2.9,36
SRC/sp_colorder.c,112,51,0.455,62,28,0.452,4,1,0.25,1,'8.25',73.25,3.75,8,1,241,0,4,36,8,81,0,0,47,44.8,11.2,47
SRC/sp_ienv.c,14,0,0.0,9,0,0.0,1,0,0.0,0,35,110.0,1.0,1,1,110,0,1,2,1,64,0,0,8,39.0,39.0,8
SRC/spivotgrowth.c,37,37,1.0,28,26,0.929,1,1,1.0,0,10,101.0,5.0,3,1,101,0,1,10,3,46,0,0,38,10.0,10.0,38
SRC/sreadhb.c,98,93,0.949,64,49,0.7659999999999999,6,6,1.0,1,'5.33333333333333',38.0,3.83333333333333,1,1,144,0,6,12,1,90,0,0,74,40.2,6.7,74
SRC/sreadmt.c,28,0,0.0,8,0,0.0,2,0,0.0,0,4,23.6666666666667,2.33333333333333,1,2,63,0,3,5,2,34,0,0,16,9.0,4.5,16
SRC/sreadrb.c,92,0,0.0,58,0,0.0,6,0,0.0,0,5,25.6666666666667,3.83333333333333,1,1,69,0,6,12,1,85,0,0,47,37.2,6.2,47
SRC/ssp_blas2.c,198,176,0.889,136,95,0.6990000000000001,2,2,1.0,1,'13.8',126.0,5.8,6,2,277,0,5,24,12,134,0,0,38,77.0,38.5,38
SRC/ssp_blas3.c,6,6,1.0,2,2,1.0,1,1,1.0,3,2,94.0,11.0,1,1,94,0,1,2,1,82,0,0,8,2.0,2.0,8
SRC/superlu_timer.c,2,2,1.0,0,0,,1,1,1.0,0,2,5.0,0.0,1,1,5,0,1,2,1,28,0,0,1,3.0,1.0,1
SRC/util.c,462,127,0.275,134,26,0.1939999999999999,39,14,0.359,51,'2.48717948717949',19.8717948717949,2.28205128205128,4,36,137,1,39,164,144,106,0,0,168,159.9,3.9,168
SRC/xerbla.c,4,0,0.0,0,0,,1,0,0.0,0,2,39.0,2.0,0,1,39,0,1,1,0,29,0,0,2,1.0,1.0,2
SRC/zgscon.c,39,31,0.795,44,27,0.614,1,1,1.0,0,13,127.0,6.0,5,1,127,0,1,11,5,61,0,0,42,23.0,23.0,42
SRC/zgsequ.c,63,49,0.778,80,56,0.7,1,1,1.0,0,21,167.0,7.0,4,1,167,0,1,7,4,78,0,0,35,25.0,25.0,35
SRC/zgsrfs.c,190,176,0.926,190,149,0.784,1,1,1.0,0,58,431.0,15.0,8,1,431,0,1,23,8,158,0,0,75,93.0,93.0,75
SRC/zgstrs.c,135,124,0.919,82,65,0.7929999999999999,2,1,0.5,1,'21.5',157.0,5.5,6,1,307,0,2,25,6,87,0,0,27,53.0,26.5,27
SRC/zlacon.c,85,77,0.906,32,27,0.8440000000000001,1,1,1.0,3,27,194.0,5.0,5,1,194,0,1,8,5,67,0,0,41,19.0,19.0,41
SRC/zlangs.c,36,27,0.75,40,24,0.6,1,1,1.0,4,16,94.0,2.0,3,1,94,0,1,6,3,52,0,0,49,17.0,17.0,49
SRC/zlaqgs.c,37,35,0.946,26,24,0.923,1,1,1.0,0,12,121.0,7.0,2,1,121,0,1,5,2,67,0,0,31,14.0,14.0,31
SRC/zmatgen.c,52,0,0.0,22,0,0.0,2,0,0.0,4,'6.5',36.5,6.0,2,2,39,0,2,8,4,21,0,0,15,11.0,5.5,15
SRC/zmyblas2.c,143,0,0.0,28,0,0.0,4,0,0.0,0,'4.5',56.0,5.5,1,4,76,0,4,5,4,41,0,0,8,18.0,4.5,8
SRC/zpivotgrowth.c,37,37,1.0,28,27,0.964,1,1,1.0,0,10,101.0,5.0,4,1,101,0,1,11,4,46,0,0,38,10.0,10.0,38
SRC/zreadhb.c,104,99,0.952,66,50,0.758,6,6,1.0,1,'5.5',39.6666666666667,3.83333333333333,1,1,144,0,6,14,1,93,0,0,75,40.8,6.8,75
SRC/zreadmt.c,28,0,0.0,8,0,0.0,2,0,0.0,0,4,23.6666666666667,2.33333333333333,1,2,63,0,3,5,2,34,0,0,16,9.0,4.5,16
SRC/zreadrb.c,98,0,0.0,60,0,0.0,6,0,0.0,0,'5.16666666666667',27.1666666666667,3.83333333333333,1,1,69,0,6,14,1,88,0,0,48,37.8,6.3,48
