filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,ACC,ACCM,AMLOC,ANPM,CBO,LCOM4,MMLOC,NOA,NOM,RFC,SC,LOCCOM,NSM,NMC,NMCI,NMCE,WMC,AMC,function_total,function_covered,function_percent
fem/fe/fe_base.hpp,156,0,0.0,378,0,0.0,670,4.048780487804879,17.451219512195124,2.439024390243902,101,99,199,50,164,892,1248,0,13836,0,0,13836,103.7,1.7,60,57,0.95
fem/fe/fe_rt.hpp,120,0,0.0,30,0,0.0,4,5.262295081967213,26.024590163934427,2.4098360655737716,157,33,257,110,122,1065,492,0,13914,0,0,13914,60.0,1.0,59,30,0.508
fem/restriction.hpp,45,0,0.0,78,0,0.0,28,3.504201680672269,18.932773109243684,1.7310924369747909,88,48,126,72,119,796,388,0,15111,0,0,15111,28.0,1.0,21,14,0.667
linalg/ttensor.hpp,6,0,0.0,4,0,0.0,31,3.4857142857142858,12.200000000000003,2.9714285714285706,4,35,83,7,35,40,32,0,15849,0,0,15849,124.8,3.2,112,49,0.4379999999999999
general/zstr.hpp,41,0,0.0,50,0,0.0,3,2.5600000000000005,9.120000000000005,1.4399999999999984,6,16,34,5,25,48,12,0,11296,0,0,11296,108.0,2.4,13,11,0.846
general/kdtree.hpp,81,0,0.0,70,0,0.0,6,3.074999999999997,11.1,1.9249999999999983,9,16,75,11,40,116,23,0,11108,0,0,11108,77.0,2.2,47,41,0.872
fem/nonlininteg.hpp,11,0,0.0,2,0,0.0,169,3.1029411764705883,16.323529411764703,2.1176470588235303,94,50,115,75,68,521,315,0,15216,0,0,15216,19.0,1.0,14,13,0.929
fem/hyperbolic.hpp,17,0,0.0,130,0,0.0,11,3.1132075471698095,19.792452830188672,3.4150943396226427,44,25,128,34,53,346,67,0,17052,0,0,17052,16.0,1.0,14,9,0.643
fem/picojson.h,371,0,0.0,514,0,0.0,50,3.0000000000000004,7.6888888888888784,1.1333333333333333,15,42,68,14,90,242,97,0,11201,0,0,11201,225.0,2.5,52,39,0.75
general/hash.hpp,214,0,0.0,204,0,0.0,12,2.2835820895522385,9.417910447761185,1.3582089552238805,8,52,48,14,67,114,14,0,11029,0,0,11029,126.0,2.0,102,68,0.667
fem/fe/fe_l2.hpp,14,0,0.0,0,0,,7,6.000000000000001,28.928571428571438,2.047619047619048,103,25,83,59,42,533,355,0,13897,0,0,13897,7.0,1.0,7,7,1.0
fem/bilinearform_ext.hpp,18,0,0.0,26,0,0.0,10,4.578947368421053,26.9078947368421,1.9868421052631575,87,34,245,52,76,635,248,0,15215,0,0,15215,9.0,1.0,9,5,0.556
general/tassign.hpp,4,0,0.0,0,0,,0,2.0,4.666666666666667,2.0,6,12,5,0,12,36,12,0,10635,0,0,10635,12.0,1.0,6,5,0.833
fem/fe/fe_nurbs.hpp,78,0,0.0,230,0,0.0,12,3.75,20.51785714285713,1.214285714285716,42,44,90,97,56,180,242,0,13838,0,0,13838,24.0,1.0,18,16,0.889
general/array.hpp,342,0,0.0,888,0,0.0,442,2.019867549668874,4.49006622516556,0.8675496688741725,4,150,25,18,151,168,20,0,10908,0,0,10908,225.0,1.5,1358,932,0.6859999999999999
mesh/spacing.hpp,223,0,0.0,178,0,0.0,7,2.526785714285715,8.11607142857144,0.7678571428571429,35,57,126,23,112,346,218,0,10963,0,0,10963,105.6,1.2,87,40,0.46
fem/kernel_dispatch.hpp,29,0,0.0,50,0,0.0,0,2.142857142857143,6.142857142857143,1.1428571428571428,4,7,15,1,7,12,10,0,11364,0,0,11364,9.9,1.1,621,611,0.984
fem/estimators.hpp,13,0,0.0,34,0,0.0,22,2.699999999999997,11.900000000000007,0.68,31,18,317,36,50,195,73,0,16954,0,0,16954,56.4,1.2,24,16,0.667
fem/eltrans.hpp,76,0,0.0,86,0,0.0,220,3.0272727272727287,9.8,0.9636363636363643,68,38,164,54,110,470,457,0,14233,0,0,14233,60.50000000000001,1.1,64,61,0.953
fem/doftrans.hpp,66,0,0.0,26,0,0.0,22,2.836363636363636,7.0727272727272705,1.0545454545454545,9,19,34,17,55,193,36,0,13567,0,0,13567,48.0,1.2,31,31,1.0
linalg/densemat.hpp,145,0,0.0,508,0,0.0,388,3.398230088495572,12.707964601769914,1.6017699115044244,47,57,109,11,226,1016,779,0,10989,0,0,10989,118.8,1.2,73,60,0.8220000000000001
mesh/mesh_operators.hpp,13,0,0.0,0,0,,24,2.578947368421053,6.456140350877199,0.631578947368421,25,13,121,32,57,201,35,0,16949,0,0,16949,41.0,1.0,23,21,0.913
fem/intrules.hpp,106,0,0.0,96,0,0.0,678,4.548780487804878,24.707317073170742,1.9634146341463419,29,21,402,26,82,427,144,0,11816,0,0,11816,57.6,1.2,41,41,1.0
linalg/dtensor.hpp,24,0,0.0,66,0,0.0,110,2.0,4.0,1.5384615384615385,3,9,8,3,13,24,9,0,10637,0,0,10637,14.3,1.3,136,126,0.926
fem/fespace.hpp,94,0,0.0,112,0,0.0,201,4.462686567164183,21.552238805970184,1.3930348258706433,79,17,249,80,201,1574,349,0,15196,0,0,15196,91.0,1.3,61,54,0.885
general/table.hpp,37,0,0.0,10,0,0.0,34,2.792207792207794,7.532467532467534,1.0,11,35,39,12,77,197,164,0,10933,0,0,10933,50.6,1.1,30,28,0.933
mesh/ncmesh.cpp,3354,0,0.0,9284,0,0.0,15,3.736842105263161,18.63157894736842,2.6315789473684186,11,17,156,3,19,41,79,0,18967,0,0,18967,1192.8,7.1,186,133,0.715
fem/datacollection.hpp,42,0,0.0,24,0,0.0,153,2.8367346938775526,11.408163265306122,0.8061224489795922,30,25,177,36,98,445,77,0,15576,0,0,15576,50.6,1.1,46,31,0.674
general/forall.hpp,34,0,0.0,18,0,0.0,146,3.153846153846155,11.538461538461538,3.3846153846153846,0,11,68,32,13,23,0,0,10761,0,0,10761,96.0,2.0,6196,1994,0.322
fem/eltrans/eltrans_basis.hpp,52,0,0.0,46,0,0.0,0,2.666666666666668,8.583333333333325,2.4166666666666674,1,10,23,2,12,22,1,0,12063,0,0,12063,32.400000000000006,2.7,11,8,0.727
general/gecko.cpp,450,0,0.0,490,0,0.0,3,3.2413793103448265,12.103448275862071,1.206896551724137,10,21,91,17,29,101,82,0,11602,0,0,11602,208.8,3.6,52,44,0.846
fem/tmop/tmop_pa.hpp,11,0,0.0,6,0,0.0,1,2.0,2.5,0.6666666666666666,1,4,6,1,6,10,2,0,10673,0,0,10673,6.0,1.0,868,868,1.0
fem/nonlinearform_ext.hpp,6,0,0.0,52,0,0.0,5,2.6956521739130443,7.956521739130452,0.7826086956521736,18,15,25,12,23,103,52,0,15219,0,0,15219,3.0,1.0,3,1,0.3329999999999999
fem/bilinearform.hpp,63,0,0.0,132,0,0.0,78,3.5028248587570627,14.34463276836161,1.395480225988698,46,18,305,44,177,933,228,0,16964,0,0,16964,82.0,1.0,47,41,0.872
mesh/nurbs.hpp,152,0,0.0,133,0,0.0,20,3.906976744186045,23.841860465116305,1.279069767441861,32,168,255,70,215,651,2276,0,15123,0,0,15123,194.4,2.7,63,59,0.937
general/mem_alloc.hpp,77,0,0.0,28,0,0.0,1,2.2666666666666657,8.6,0.2666666666666668,2,13,20,11,15,26,10,0,10926,0,0,10926,25.5,1.7,42,37,0.8809999999999999
general/mem_manager.hpp,186,0,0.0,588,0,0.0,27,3.0093457943925235,12.383177570093475,1.8785046728971981,14,68,88,11,107,373,118,0,10711,0,2,10709,151.20000000000002,2.1,1490,1180,0.792
linalg/dual.hpp,27,0,0.0,0,0,,369,2.0,5.307692307692311,1.5128205128205088,5,32,8,4,39,110,125,0,10730,0,0,10730,38.0,1.0,26,0,0.0
linalg/constraints.hpp,6,0,0.0,0,0,,5,2.464285714285713,10.964285714285706,1.4285714285714264,21,7,29,24,28,207,30,0,11129,0,0,11129,31.2,1.2,6,2,0.3329999999999999
mesh/mesh.cpp,7427,0,0.0,17176,0,0.0,3,6.96,39.56,3.16,21,23,225,7,25,137,273,0,25665,0,0,25665,2332.2000000000003,6.9,349,251,0.7190000000000001
mesh/mesh_readers.cpp,1293,0,0.0,4332,0,0.0,5,3.588235294117648,15.764705882352924,1.588235294117647,8,17,69,7,17,34,50,0,22479,0,0,22479,697.0,8.5,90,44,0.489
linalg/complex_densemat.hpp,14,0,0.0,2,0,0.0,8,5.128205128205128,22.384615384615394,2.307692307692309,17,23,157,5,39,143,85,0,11604,0,0,11604,14.0,1.0,10,5,0.5
linalg/dinvariants.hpp,329,0,0.0,374,0,0.0,6,2.8793103448275867,9.482758620689646,0.7758620689655172,7,28,66,42,58,202,37,0,10641,0,0,10641,133.39999999999998,2.3,57,57,1.0
fem/gridfunc.hpp,56,0,0.0,24,0,0.0,129,4.5642857142857105,28.707142857142834,2.4071428571428575,55,11,136,9,140,1361,314,0,15556,0,0,15556,37.400000000000006,1.1,31,18,0.581
fem/complex_fem.hpp,4,0,0.0,4,0,0.0,2,2.7142857142857166,9.476190476190473,1.2857142857142863,16,5,153,9,63,302,32,0,16971,0,0,16971,64.0,1.0,9,6,0.667
general/socketstream.hpp,10,0,0.0,4,0,0.0,59,3.0937500000000036,11.43750000000001,0.7499999999999998,8,4,68,8,32,106,10,0,10644,0,0,10644,29.700000000000003,1.1,9,3,0.3329999999999999
fem/hybridization_ext.cpp,600,0,0.0,2173,0,0.0,0,2.6666666666666665,4.0,0.3333333333333333,6,3,10,1,3,12,6,0,16835,0,0,16835,158.4,8.8,74,0,0.0
fem/multigrid.hpp,10,0,0.0,30,0,0.0,13,3.2592592592592604,12.222222222222221,1.5185185185185202,10,6,54,17,27,132,17,0,16965,0,0,16965,10.0,1.0,6,5,0.833
fem/lor/lor.hpp,1,0,0.0,2,0,0.0,4,3.1333333333333346,13.8,1.2333333333333352,21,7,118,16,30,173,41,0,16972,0,0,16972,13.2,1.2,5,5,1.0
fem/qspace.hpp,22,0,0.0,2,0,0.0,15,2.2826086956521716,5.500000000000001,0.9347826086956523,24,21,24,11,46,168,154,0,15203,0,0,15203,20.0,1.0,17,16,0.941
linalg/sparsesmoothers.hpp,4,0,0.0,0,0,,5,3.299999999999998,8.999999999999998,1.899999999999999,13,3,46,8,10,52,13,0,11049,0,0,11049,6.0,1.0,6,5,0.833
general/sort_pairs.hpp,5,0,0.0,0,0,,4,2.0,3.0,1.6666666666666667,2,9,6,5,9,13,10,0,3839,0,0,3839,11.2,1.6,6,4,0.667
linalg/mma.hpp,6,0,0.0,2,0,0.0,3,7.055555555555557,54.388888888888886,2.6111111111111125,6,10,731,120,18,180,19,0,2286,0,0,2286,7.199999999999999,1.2,4,4,1.0
linalg/vector.cpp,534,0,0.0,1190,0,0.0,117,2.9999999999999987,15.136363636363619,2.0454545454545485,8,16,54,1,22,82,66,0,11307,0,0,11307,208.0,3.2,103,80,0.777
fem/tmop_tools.hpp,15,0,0.0,84,0,0.0,4,5.294117647058824,28.852941176470587,1.5588235294117647,49,8,243,35,34,275,146,0,17216,0,0,17216,28.8,1.2,9,6,0.667
linalg/matrix.hpp,11,0,0.0,0,0,,16,2.15,2.0,1.3,1,19,20,0,20,25,7,0,10966,0,0,10966,10.0,1.0,10,9,0.9
linalg/blockoperator.hpp,6,0,0.0,32,0,0.0,52,2.9189189189189206,9.837837837837844,1.2702702702702706,11,8,44,24,37,192,28,0,10994,0,0,10994,22.0,1.0,5,3,0.6
linalg/invariants.hpp,613,0,0.0,308,0,0.0,28,2.0,15.50684931506849,0.7123287671232875,2,73,139,39,73,75,4,0,10744,0,0,10744,175.2,2.4,72,71,0.986
fem/tmop_amr.hpp,41,0,0.0,110,0,0.0,3,5.242424242424243,25.75757575757575,1.0303030303030307,47,5,147,38,33,264,73,0,17288,0,0,17288,30.8,1.4,15,3,0.2
linalg/solvers.cpp,1744,0,0.0,4846,0,0.0,47,4.318181818181819,23.40909090909092,5.181818181818183,17,11,161,3,22,135,170,0,18321,0,0,18321,699.5999999999999,6.6,92,53,0.5760000000000001
linalg/sparsemat.hpp,117,0,0.0,128,0,0.0,83,5.23648648648649,24.7162162162162,1.35135135135135,19,7,191,13,148,1073,133,0,11049,0,0,11049,82.6,1.4,40,37,0.925
general/optparser.hpp,1,0,0.0,0,0,,180,4.473684210526315,19.78947368421052,2.736842105263161,6,11,103,12,19,43,54,0,10908,0,0,10908,11.0,1.0,11,10,0.909
general/sets.hpp,3,0,0.0,0,0,,2,2.6874999999999973,6.0,0.8124999999999999,4,9,21,1,16,42,11,0,10934,0,0,10934,5.0,1.0,3,0,0.0
linalg/constraints.cpp,271,0,0.0,708,0,0.0,1,6.4,38.0,2.3999999999999977,9,4,162,0,5,29,9,0,15258,0,0,15258,101.2,2.3,27,12,0.444
linalg/handle.hpp,27,0,0.0,14,0,0.0,64,3.67857142857143,11.9642857142857,1.0,7,4,51,4,28,100,28,0,10974,0,0,10974,23.1,1.1,47,31,0.66
linalg/complex_operator.hpp,6,0,0.0,0,0,,10,2.7894736842105234,11.26315789473684,1.157894736842102,5,11,63,11,19,78,27,0,11050,0,0,11050,11.0,1.0,5,4,0.8
mesh/pyramid.hpp,15,0,0.0,2,0,0.0,10,2.11764705882353,3.35294117647059,0.941176470588235,4,10,10,2,17,37,40,0,12048,0,0,12048,11.0,1.1,11,10,0.909
mesh/point.hpp,14,0,0.0,0,0,,8,2.0,2.0625,0.625,2,10,5,2,16,27,20,0,12048,0,0,12048,11.0,1.0,12,6,0.5
mesh/ncmesh_tables.hpp,3,0,0.0,2,0,0.0,1,3.0,7.0,2.0,0,1,7,61,1,3,0,0,0,0,0,0,2.0,2.0,1,1,1.0
mesh/hexahedron.hpp,16,0,0.0,0,0,,7,2.05882352941176,3.11764705882353,1.11764705882353,4,10,14,2,17,38,40,0,12048,0,0,12048,11.0,1.0,12,11,0.917
linalg/batched/batched.hpp,1,0,0.0,0,0,,4,2.0526315789473664,4.894736842105263,2.0526315789473677,3,6,27,2,19,58,7,0,10989,0,0,10989,1.0,1.0,1,1,1.0
general/tic_toc.cpp,73,0,0.0,10,0,0.0,7,4.0,29.3,0.0,1,3,65,4,10,32,1,0,2294,0,0,2294,92.0,4.0,23,13,0.565
general/stable3d.hpp,1,0,0.0,0,0,,2,5.22222222222222,18.8888888888889,2.11111111111111,2,9,32,7,9,30,18,0,10926,0,0,10926,1.0,1.0,1,1,1.0
general/tinyxml2.cpp,1356,0,0.0,840,0,0.0,3,2.5,10.5,2.0,1,2,15,18,2,3,2,0,693,0,0,693,525.2,2.6,199,54,0.271
general/arrays_by_name.hpp,48,0,0.0,212,0,0.0,3,2.210526315789474,5.842105263157898,0.6842105263157894,1,19,31,1,19,22,1,0,12029,0,0,12029,30.6,1.8,22,21,0.955
general/device.hpp,28,0,0.0,2,0,0.0,59,3.9393939393939403,18.0606060606061,0.606060606060606,5,5,103,14,33,130,25,0,10737,0,0,10737,24.0,1.0,40,32,0.8
general/socketstream.cpp,176,0,0.0,108,0,0.0,1,2.25,4.25,0.5,1,3,14,2,4,7,3,0,10690,0,0,10690,205.8,4.9,20,5,0.25
fem/lor/lor_batched.hpp,20,0,0.0,18,0,0.0,4,5.090909090909091,34.09090909090909,1.5454545454545454,25,3,130,12,11,112,50,0,16980,0,0,16980,11.0,2.2,11,11,1.0
fem/fespace.cpp,2257,0,0.0,6879,0,0.0,19,4.2727272727272725,18.72727272727271,3.272727272727276,12,10,84,4,11,44,90,0,22719,0,0,22719,764.5,5.5,140,104,0.743
fem/intrules_cut.hpp,1,0,0.0,0,0,,0,3.6666666666666665,177.44444444444446,1.8888888888888888,3,9,1579,3,9,15,10,0,17720,0,0,17720,52.5,2.5,1,0,0.0
fem/kernel_reporter.hpp,23,0,0.0,50,0,0.0,1,2.5,5.375,1.1249999999999987,2,2,13,2,8,21,2,0,11341,0,0,11341,12.0,1.5,37,7,0.1889999999999999
fem/quadinterpolator.cpp,440,0,0.0,13830,0,0.0,1,7.363636363636363,68.9090909090909,2.727272727272727,12,11,153,0,11,53,93,0,17046,0,0,17046,176.79999999999998,6.8,228,130,0.57
fem/nonlinearform.hpp,14,0,0.0,4,0,0.0,11,6.903846153846157,31.01923076923076,0.884615384615384,25,5,276,42,52,381,64,0,16996,0,0,16996,34.0,1.0,17,14,0.8240000000000001
fem/bilininteg.cpp,2176,0,0.0,4480,0,0.0,0,2.0,7.666666666666665,1.6666666666666703,10,6,13,6,6,23,30,0,22613,0,0,22613,708.9,5.1,147,80,0.544
mesh/submesh/submesh_utils.cpp,405,0,0.0,1454,0,0.0,51,8.06666666666667,54.0666666666667,2.6,14,10,310,2,15,78,140,0,15826,0,0,15826,126.0,12.6,13,13,1.0
mesh/wedge.hpp,15,0,0.0,2,0,0.0,12,2.11764705882353,3.47058823529412,1.0,4,10,12,2,17,37,40,0,12048,0,0,12048,11.0,1.1,11,11,1.0
mesh/segment.hpp,14,0,0.0,0,0,,15,2.05882352941176,2.52941176470588,0.764705882352941,3,10,8,2,17,35,30,0,12048,0,0,12048,11.0,1.0,12,8,0.667
